NMI,MeterSerial,Period,Local Time,E kWh at Meter,B kWh at Meter,kW,kVA,PF
4103750213,All,28,05/09/2017 13:30,23.648,0,47.296,49.449,0.956
4103750213,All,29,05/09/2017 14:00,23.968,0,47.936,49.952,0.96
4103750213,All,30,05/09/2017 14:30,22.656,0,45.312,47.346,0.957
4103750213,All,31,05/09/2017 15:00,23.568,0,47.136,49.212,0.958
4103750213,All,32,05/09/2017 15:30,23.44,0,46.88,49.079,0.955
4103750213,All,33,05/09/2017 16:00,23.152,0,46.304,48.36,0.957
4103750213,All,34,05/09/2017 16:30,23.984,0,47.968,50.055,0.958
4103750213,All,35,05/09/2017 17:00,25.04,0,50.08,52.136,0.961
4103750213,All,36,05/09/2017 17:30,25.6,0,51.2,53.067,0.965
4103750213,All,37,05/09/2017 18:00,25.472,0,50.944,52.897,0.963
4103750213,All,38,05/09/2017 18:30,26.032,0,52.064,53.723,0.969
4103750213,All,39,05/09/2017 19:00,24.848,0,49.696,51.342,0.968
4103750213,All,40,05/09/2017 19:30,24.816,0,49.632,51.312,0.967
4103750213,All,41,05/09/2017 20:00,23.584,0,47.168,48.509,0.972
4103750213,All,42,05/09/2017 20:30,23.776,0,47.552,48.883,0.973
4103750213,All,43,05/09/2017 21:00,23.024,0,46.048,47.452,0.97
4103750213,All,44,05/09/2017 21:30,21.984,0,43.968,45.325,0.97
4103750213,All,45,05/09/2017 22:00,20.368,0,40.736,41.78,0.975
4103750213,All,46,05/09/2017 22:30,18.64,0,37.28,38.232,0.975
4103750213,All,47,05/09/2017 23:00,18.096,0,36.192,36.978,0.979
4103750213,All,48,05/09/2017 23:30,18.72,0,37.44,38.588,0.97
4103750213,All,1,06/09/2017 00:00,16.784,0,33.568,34.386,0.976
4103750213,All,2,06/09/2017 00:30,16.976,0,33.952,34.574,0.982
4103750213,All,3,06/09/2017 01:00,16.4,0,32.8,33.431,0.981
4103750213,All,4,06/09/2017 01:30,16.336,0,32.672,33.337,0.98
4103750213,All,5,06/09/2017 02:00,16.992,0,33.984,34.581,0.983
4103750213,All,6,06/09/2017 02:30,17.44,0,34.88,35.622,0.979
4103750213,All,7,06/09/2017 03:00,16.72,0,33.44,34.029,0.983
4103750213,All,8,06/09/2017 03:30,16.4,0,32.8,33.365,0.983
4103750213,All,9,06/09/2017 04:00,15.936,0,31.872,32.453,0.982
4103750213,All,10,06/09/2017 04:30,15.904,0,31.808,32.408,0.981
4103750213,All,11,06/09/2017 05:00,17.248,0,34.496,35.362,0.976
4103750213,All,12,06/09/2017 05:30,18.72,0,37.44,38.482,0.973
4103750213,All,13,06/09/2017 06:00,21.408,0,42.816,44.122,0.97
4103750213,All,14,06/09/2017 06:30,20.688,0,41.376,42.694,0.969
4103750213,All,15,06/09/2017 07:00,22.736,0,45.472,46.98,0.968
4103750213,All,16,06/09/2017 07:30,23.488,0,46.976,48.353,0.972
4103750213,All,17,06/09/2017 08:00,24.72,0,49.44,51.127,0.967
4103750213,All,18,06/09/2017 08:30,24.8,0,49.6,51.586,0.962
4103750213,All,19,06/09/2017 09:00,23.216,0,46.432,48.19,0.964
4103750213,All,20,06/09/2017 09:30,23.36,0,46.72,48.484,0.964
4103750213,All,21,06/09/2017 10:00,23.296,0,46.592,48.361,0.963
4103750213,All,22,06/09/2017 10:30,23.296,0,46.592,48.439,0.962
4103750213,All,23,06/09/2017 11:00,22.96,0,45.92,47.82,0.96
4103750213,All,24,06/09/2017 11:30,23.2,0,46.4,48.254,0.962
4103750213,All,25,06/09/2017 12:00,23.232,0,46.464,48.238,0.963
4103750213,All,26,06/09/2017 12:30,22.496,0,44.992,46.795,0.961
4103750213,All,27,06/09/2017 13:00,22.528,0,45.056,46.839,0.962
4103750213,All,28,06/09/2017 13:30,22.496,0,44.992,46.929,0.959
4103750213,All,29,06/09/2017 14:00,23.248,0,46.496,48.426,0.96
4103750213,All,30,06/09/2017 14:30,21.872,0,43.744,45.569,0.96
4103750213,All,31,06/09/2017 15:00,23.408,0,46.816,48.76,0.96
4103750213,All,32,06/09/2017 15:30,23.392,0,46.784,48.775,0.959
4103750213,All,33,06/09/2017 16:00,22.944,0,45.888,47.709,0.962
4103750213,All,34,06/09/2017 16:30,23.104,0,46.208,48.409,0.955
4103750213,All,35,06/09/2017 17:00,24.848,0,49.696,51.49,0.965
4103750213,All,36,06/09/2017 17:30,24.352,0,48.704,50.499,0.964
4103750213,All,37,06/09/2017 18:00,25.536,0,51.072,52.77,0.968
4103750213,All,38,06/09/2017 18:30,26.128,0,52.256,53.808,0.971
4103750213,All,39,06/09/2017 19:00,25.6,0,51.2,52.91,0.968
4103750213,All,40,06/09/2017 19:30,23.712,0,47.424,49.171,0.964
4103750213,All,41,06/09/2017 20:00,22.048,0,44.096,45.298,0.973
4103750213,All,42,06/09/2017 20:30,23.296,0,46.592,47.964,0.971
4103750213,All,43,06/09/2017 21:00,20.88,0,41.76,43.059,0.97
4103750213,All,44,06/09/2017 21:30,21.84,0,43.68,45.093,0.969
4103750213,All,45,06/09/2017 22:00,20.688,0,41.376,42.461,0.974
4103750213,All,46,06/09/2017 22:30,19.104,0,38.208,39.076,0.978
4103750213,All,47,06/09/2017 23:00,17.088,0,34.176,34.98,0.977
4103750213,All,48,06/09/2017 23:30,17.44,0,34.88,35.75,0.976
4103750213,All,1,07/09/2017 00:00,16.56,0,33.12,33.949,0.976
4103750213,All,2,07/09/2017 00:30,18.288,0,36.576,37.427,0.977
4103750213,All,3,07/09/2017 01:00,16.576,0,33.152,33.643,0.985
4103750213,All,4,07/09/2017 01:30,15.6,0,31.2,31.745,0.983
4103750213,All,5,07/09/2017 02:00,15.6,0,31.2,31.757,0.982
4103750213,All,6,07/09/2017 02:30,15.632,0,31.264,31.802,0.983
4103750213,All,7,07/09/2017 03:00,16.576,0,33.152,33.699,0.984
4103750213,All,8,07/09/2017 03:30,15.792,0,31.584,32.182,0.981
4103750213,All,9,07/09/2017 04:00,15.616,0,31.232,31.824,0.981
4103750213,All,10,07/09/2017 04:30,16.112,0,32.224,32.898,0.98
4103750213,All,11,07/09/2017 05:00,17.232,0,34.464,35.417,0.973
4103750213,All,12,07/09/2017 05:30,17.936,0,35.872,36.774,0.975
4103750213,All,13,07/09/2017 06:00,20.8,0,41.6,42.88,0.97
4103750213,All,14,07/09/2017 06:30,20.144,0,40.288,41.538,0.97
4103750213,All,15,07/09/2017 07:00,23.296,0,46.592,47.995,0.971
4103750213,All,16,07/09/2017 07:30,21.488,0,42.976,44.51,0.966
4103750213,All,17,07/09/2017 08:00,25.424,0,50.848,52.45,0.969
4103750213,All,18,07/09/2017 08:30,23.936,0,47.872,49.488,0.967
4103750213,All,19,07/09/2017 09:00,22.688,0,45.376,47.112,0.963
4103750213,All,20,07/09/2017 09:30,22.8,0,45.6,47.64,0.957
4103750213,All,21,07/09/2017 10:00,22.624,0,45.248,47.22,0.958
4103750213,All,22,07/09/2017 10:30,23.072,0,46.144,47.973,0.962
4103750213,All,23,07/09/2017 11:00,24.064,0,48.128,50.048,0.962
4103750213,All,24,07/09/2017 11:30,30.128,0,60.256,62.167,0.969
4103750213,All,25,07/09/2017 12:00,30.64,0,61.28,63.091,0.971
4103750213,All,26,07/09/2017 12:30,23.872,0,47.744,49.705,0.961
4103750213,All,27,07/09/2017 13:00,23.008,0,46.016,47.903,0.961
4103750213,All,28,07/09/2017 13:30,27.36,0,54.72,56.494,0.969
4103750213,All,29,07/09/2017 14:00,30.336,0,60.672,62.432,0.972
4103750213,All,30,07/09/2017 14:30,25.12,0,50.24,51.909,0.968
4103750213,All,31,07/09/2017 15:00,22.736,0,45.472,47.257,0.962
4103750213,All,32,07/09/2017 15:30,22.416,0,44.832,46.721,0.96
4103750213,All,33,07/09/2017 16:00,22.944,0,45.888,47.78,0.96
4103750213,All,34,07/09/2017 16:30,22.704,0,45.408,47.383,0.958
4103750213,All,35,07/09/2017 17:00,24.576,0,49.152,50.848,0.967
4103750213,All,36,07/09/2017 17:30,25.312,0,50.624,52.676,0.961
4103750213,All,37,07/09/2017 18:00,27.008,0,54.016,55.961,0.965
4103750213,All,38,07/09/2017 18:30,25.6,0,51.2,53.101,0.964
4103750213,All,39,07/09/2017 19:00,25.52,0,51.04,52.821,0.966
4103750213,All,40,07/09/2017 19:30,24.512,0,49.024,50.841,0.964
4103750213,All,41,07/09/2017 20:00,22.72,0,45.44,46.622,0.975
4103750213,All,42,07/09/2017 20:30,22.256,0,44.512,45.696,0.974
4103750213,All,43,07/09/2017 21:00,22.112,0,44.224,45.438,0.973
4103750213,All,44,07/09/2017 21:30,23.344,0,46.688,48.142,0.97
4103750213,All,45,07/09/2017 22:00,20.576,0,41.152,42.192,0.975
4103750213,All,46,07/09/2017 22:30,19.248,0,38.496,39.312,0.979
4103750213,All,47,07/09/2017 23:00,19.152,0,38.304,39.117,0.979
4103750213,All,48,07/09/2017 23:30,17.024,0,34.048,34.91,0.975
4103750213,All,1,08/09/2017 00:00,18.608,0,37.216,38.1,0.977
4103750213,All,2,08/09/2017 00:30,17.648,0,35.296,36.036,0.979
4103750213,All,3,08/09/2017 01:00,16.176,0,32.352,32.901,0.983
4103750213,All,4,08/09/2017 01:30,15.792,0,31.584,32.164,0.982
4103750213,All,5,08/09/2017 02:00,15.76,0,31.52,32.138,0.981
4103750213,All,6,08/09/2017 02:30,16.08,0,32.16,32.778,0.981
4103750213,All,7,08/09/2017 03:00,15.6,0,31.2,31.787,0.982
4103750213,All,8,08/09/2017 03:30,15.68,0,31.36,31.938,0.982
4103750213,All,9,08/09/2017 04:00,16.112,0,32.224,32.811,0.982
4103750213,All,10,08/09/2017 04:30,16.112,0,32.224,32.769,0.983
4103750213,All,11,08/09/2017 05:00,16.944,0,33.888,34.692,0.977
4103750213,All,12,08/09/2017 05:30,18.432,0,36.864,37.662,0.979
4103750213,All,13,08/09/2017 06:00,20.672,0,41.344,42.51,0.973
4103750213,All,14,08/09/2017 06:30,21.04,0,42.08,43.377,0.97
4103750213,All,15,08/09/2017 07:00,23.76,0,47.52,49.067,0.968
4103750213,All,16,08/09/2017 07:30,22.48,0,44.96,46.477,0.967
4103750213,All,17,08/09/2017 08:00,23.792,0,47.584,49.481,0.962
4103750213,All,18,08/09/2017 08:30,24.48,0,48.96,50.883,0.962
4103750213,All,19,08/09/2017 09:00,23.6,0,47.2,49.111,0.961
4103750213,All,20,08/09/2017 09:30,21.76,0,43.52,45.692,0.952
4103750213,All,21,08/09/2017 10:00,22.464,0,44.928,46.923,0.957
4103750213,All,22,08/09/2017 10:30,22.768,0,45.536,47.579,0.957
4103750213,All,23,08/09/2017 11:00,22.864,0,45.728,47.79,0.957
4103750213,All,24,08/09/2017 11:30,23.184,0,46.368,48.162,0.963
4103750213,All,25,08/09/2017 12:00,23.712,0,47.424,49.3,0.962
4103750213,All,26,08/09/2017 12:30,23.136,0,46.272,48.302,0.958
4103750213,All,27,08/09/2017 13:00,22.384,0,44.768,46.873,0.955
4103750213,All,28,08/09/2017 13:30,23.264,0,46.528,48.529,0.959
4103750213,All,29,08/09/2017 14:00,23.664,0,47.328,49.378,0.958
4103750213,All,30,08/09/2017 14:30,23.808,0,47.616,49.6,0.96
4103750213,All,31,08/09/2017 15:00,23.536,0,47.072,48.98,0.961
4103750213,All,32,08/09/2017 15:30,23.76,0,47.52,49.419,0.962
4103750213,All,33,08/09/2017 16:00,23.472,0,46.944,48.901,0.96
4103750213,All,34,08/09/2017 16:30,23.824,0,47.648,49.814,0.957
4103750213,All,35,08/09/2017 17:00,24.992,0,49.984,51.929,0.963
4103750213,All,36,08/09/2017 17:30,25.968,0,51.936,53.769,0.966
4103750213,All,37,08/09/2017 18:00,26.224,0,52.448,54.705,0.959
4103750213,All,38,08/09/2017 18:30,25.84,0,51.68,53.762,0.961
4103750213,All,39,08/09/2017 19:00,25.52,0,51.04,53.006,0.963
4103750213,All,40,08/09/2017 19:30,25.12,0,50.24,51.966,0.967
4103750213,All,41,08/09/2017 20:00,22.384,0,44.768,46.171,0.97
4103750213,All,42,08/09/2017 20:30,21.28,0,42.56,43.897,0.97
4103750213,All,43,08/09/2017 21:00,22.496,0,44.992,46.467,0.968
4103750213,All,44,08/09/2017 21:30,20.976,0,41.952,43.276,0.969
4103750213,All,45,08/09/2017 22:00,19.712,0,39.424,40.494,0.974
4103750213,All,46,08/09/2017 22:30,17.792,0,35.584,36.35,0.979
4103750213,All,47,08/09/2017 23:00,18.064,0,36.128,36.82,0.981
4103750213,All,48,08/09/2017 23:30,19.52,0,39.04,39.864,0.979
4103750213,All,1,09/09/2017 00:00,17.552,0,35.104,35.914,0.977
4103750213,All,2,09/09/2017 00:30,16.832,0,33.664,34.255,0.983
4103750213,All,3,09/09/2017 01:00,16.8,0,33.6,34.265,0.981
4103750213,All,4,09/09/2017 01:30,16.464,0,32.928,33.526,0.982
4103750213,All,5,09/09/2017 02:00,16.624,0,33.248,33.84,0.982
4103750213,All,6,09/09/2017 02:30,15.712,0,31.424,31.965,0.983
4103750213,All,7,09/09/2017 03:00,16.048,0,32.096,32.614,0.984
4103750213,All,8,09/09/2017 03:30,16.208,0,32.416,32.946,0.984
4103750213,All,9,09/09/2017 04:00,15.536,0,31.072,31.573,0.984
4103750213,All,10,09/09/2017 04:30,15.456,0,30.912,31.415,0.984
4103750213,All,11,09/09/2017 05:00,16.816,0,33.632,34.541,0.974
4103750213,All,12,09/09/2017 05:30,17.232,0,34.464,35.515,0.97
4103750213,All,13,09/09/2017 06:00,19.248,0,38.496,39.851,0.966
4103750213,All,14,09/09/2017 06:30,20.048,0,40.096,41.48,0.967
4103750213,All,15,09/09/2017 07:00,20.704,0,41.408,42.838,0.967
4103750213,All,16,09/09/2017 07:30,22.32,0,44.64,45.993,0.971
4103750213,All,17,09/09/2017 08:00,22.96,0,45.92,47.527,0.966
4103750213,All,18,09/09/2017 08:30,23.28,0,46.56,48.114,0.968
4103750213,All,19,09/09/2017 09:00,23.296,0,46.592,48.21,0.966
4103750213,All,20,09/09/2017 09:30,24.144,0,48.288,49.875,0.968
4103750213,All,21,09/09/2017 10:00,24.784,0,49.568,51.242,0.967
4103750213,All,22,09/09/2017 10:30,24.544,0,49.088,50.721,0.968
4103750213,All,23,09/09/2017 11:00,24.096,0,48.192,49.871,0.966
4103750213,All,24,09/09/2017 11:30,24.08,0,48.16,49.983,0.964
4103750213,All,25,09/09/2017 12:00,23.664,0,47.328,49.165,0.963
4103750213,All,26,09/09/2017 12:30,23.616,0,47.232,49.187,0.96
4103750213,All,27,09/09/2017 13:00,24.416,0,48.832,50.69,0.963
4103750213,All,28,09/09/2017 13:30,23.248,0,46.496,48.703,0.955
4103750213,All,29,09/09/2017 14:00,24.64,0,49.28,50.997,0.966
4103750213,All,30,09/09/2017 14:30,23.408,0,46.816,48.681,0.962
4103750213,All,31,09/09/2017 15:00,24,0,48,49.837,0.963
4103750213,All,32,09/09/2017 15:30,23.872,0,47.744,49.643,0.962
4103750213,All,33,09/09/2017 16:00,23.328,0,46.656,48.448,0.963
4103750213,All,34,09/09/2017 16:30,24.784,0,49.568,51.425,0.964
4103750213,All,35,09/09/2017 17:00,24.896,0,49.792,51.591,0.965
4103750213,All,36,09/09/2017 17:30,24.048,0,48.096,49.939,0.963
4103750213,All,37,09/09/2017 18:00,24.544,0,49.088,50.946,0.964
4103750213,All,38,09/09/2017 18:30,25.152,0,50.304,52.186,0.964
4103750213,All,39,09/09/2017 19:00,24.592,0,49.184,51.081,0.963
4103750213,All,40,09/09/2017 19:30,24.448,0,48.896,50.99,0.959
4103750213,All,41,09/09/2017 20:00,24.096,0,48.192,49.557,0.972
4103750213,All,42,09/09/2017 20:30,21.2,0,42.4,43.879,0.966
4103750213,All,43,09/09/2017 21:00,22.912,0,45.824,47.394,0.967
4103750213,All,44,09/09/2017 21:30,22.544,0,45.088,46.741,0.965
4103750213,All,45,09/09/2017 22:00,21.072,0,42.144,43.502,0.969
4103750213,All,46,09/09/2017 22:30,19.168,0,38.336,39.599,0.968
4103750213,All,47,09/09/2017 23:00,18.592,0,37.184,38.256,0.972
4103750213,All,48,09/09/2017 23:30,19.376,0,38.752,40.099,0.966
4103750213,All,1,10/09/2017 00:00,19.904,0,39.808,40.554,0.982
4103750213,All,2,10/09/2017 00:30,16.896,0,33.792,34.387,0.983
4103750213,All,3,10/09/2017 01:00,18.224,0,36.448,37.248,0.979
4103750213,All,4,10/09/2017 01:30,16.144,0,32.288,32.879,0.982
4103750213,All,5,10/09/2017 02:00,16.784,0,33.568,34.108,0.984
4103750213,All,6,10/09/2017 02:30,16.368,0,32.736,33.273,0.984
4103750213,All,7,10/09/2017 03:00,16.416,0,32.832,33.572,0.978
4103750213,All,8,10/09/2017 03:30,15.824,0,31.648,32.233,0.982
4103750213,All,9,10/09/2017 04:00,15.76,0,31.52,32.107,0.982
4103750213,All,10,10/09/2017 04:30,15.808,0,31.616,32.207,0.982
4103750213,All,11,10/09/2017 05:00,16.592,0,33.184,34.04,0.975
4103750213,All,12,10/09/2017 05:30,18.192,0,36.384,37.246,0.977
4103750213,All,13,10/09/2017 06:00,20,0,40,41.258,0.97
4103750213,All,14,10/09/2017 06:30,19.104,0,38.208,39.598,0.965
4103750213,All,15,10/09/2017 07:00,20.384,0,40.768,42.461,0.96
4103750213,All,16,10/09/2017 07:30,20.976,0,41.952,43.522,0.964
4103750213,All,17,10/09/2017 08:00,21.872,0,43.744,45.498,0.961
4103750213,All,18,10/09/2017 08:30,22.288,0,44.576,46.422,0.96
4103750213,All,19,10/09/2017 09:00,23.344,0,46.688,48.402,0.965
4103750213,All,20,10/09/2017 09:30,23.344,0,46.688,48.655,0.96
4103750213,All,21,10/09/2017 10:00,24.144,0,48.288,50.175,0.962
4103750213,All,22,10/09/2017 10:30,24.32,0,48.64,50.463,0.964
4103750213,All,23,10/09/2017 11:00,24.128,0,48.256,50.215,0.961
4103750213,All,24,10/09/2017 11:30,25.264,0,50.528,52.402,0.964
4103750213,All,25,10/09/2017 12:00,23.52,0,47.04,49.065,0.959
4103750213,All,26,10/09/2017 12:30,24.48,0,48.96,50.729,0.965
4103750213,All,27,10/09/2017 13:00,24.624,0,49.248,51.134,0.963
4103750213,All,28,10/09/2017 13:30,24.144,0,48.288,50.426,0.958
4103750213,All,29,10/09/2017 14:00,24.176,0,48.352,50.414,0.959
4103750213,All,30,10/09/2017 14:30,23.424,0,46.848,48.676,0.962
4103750213,All,31,10/09/2017 15:00,24.736,0,49.472,51.274,0.965
4103750213,All,32,10/09/2017 15:30,24.736,0,49.472,51.282,0.965
4103750213,All,33,10/09/2017 16:00,24,0,48,49.872,0.962
4103750213,All,34,10/09/2017 16:30,24.064,0,48.128,49.91,0.964
4103750213,All,35,10/09/2017 17:00,24.368,0,48.736,50.43,0.966
4103750213,All,36,10/09/2017 17:30,24.976,0,49.952,51.796,0.964
4103750213,All,37,10/09/2017 18:00,25.536,0,51.072,53.046,0.963
4103750213,All,38,10/09/2017 18:30,25.136,0,50.272,52.147,0.964
4103750213,All,39,10/09/2017 19:00,24.752,0,49.504,51.407,0.963
4103750213,All,40,10/09/2017 19:30,24.08,0,48.16,50.122,0.961
4103750213,All,41,10/09/2017 20:00,21.984,0,43.968,45.477,0.967
4103750213,All,42,10/09/2017 20:30,23.088,0,46.176,47.858,0.965
4103750213,All,43,10/09/2017 21:00,22.176,0,44.352,45.752,0.969
4103750213,All,44,10/09/2017 21:30,21.904,0,43.808,45.033,0.973
4103750213,All,45,10/09/2017 22:00,20.992,0,41.984,43.355,0.968
4103750213,All,46,10/09/2017 22:30,19.456,0,38.912,39.839,0.977
4103750213,All,47,10/09/2017 23:00,18.784,0,37.568,38.326,0.98
4103750213,All,48,10/09/2017 23:30,17.808,0,35.616,36.408,0.978
4103750213,All,1,11/09/2017 00:00,16.608,0,33.216,33.981,0.977
4103750213,All,2,11/09/2017 00:30,17.824,0,35.648,36.368,0.98
4103750213,All,3,11/09/2017 01:00,16.016,0,32.032,32.592,0.983
4103750213,All,4,11/09/2017 01:30,16.304,0,32.608,33.124,0.984
4103750213,All,5,11/09/2017 02:00,15.968,0,31.936,32.434,0.985
4103750213,All,6,11/09/2017 02:30,15.664,0,31.328,31.859,0.983
4103750213,All,7,11/09/2017 03:00,15.744,0,31.488,32.058,0.982
4103750213,All,8,11/09/2017 03:30,15.648,0,31.296,31.827,0.983
4103750213,All,9,11/09/2017 04:00,15.696,0,31.392,31.916,0.984
4103750213,All,10,11/09/2017 04:30,15.664,0,31.328,31.836,0.984
4103750213,All,11,11/09/2017 05:00,17.488,0,34.976,35.716,0.979
4103750213,All,12,11/09/2017 05:30,19.2,0,38.4,39.513,0.972
4103750213,All,13,11/09/2017 06:00,21.456,0,42.912,44.286,0.969
4103750213,All,14,11/09/2017 06:30,21.44,0,42.88,44.169,0.971
4103750213,All,15,11/09/2017 07:00,22.736,0,45.472,47.021,0.967
4103750213,All,16,11/09/2017 07:30,22.912,0,45.824,47.518,0.964
4103750213,All,17,11/09/2017 08:00,24.544,0,49.088,50.92,0.964
4103750213,All,18,11/09/2017 08:30,24.544,0,49.088,51.085,0.961
4103750213,All,19,11/09/2017 09:00,22.752,0,45.504,47.402,0.96
4103750213,All,20,11/09/2017 09:30,23.584,0,47.168,49.037,0.962
4103750213,All,21,11/09/2017 10:00,23.12,0,46.24,48.1,0.961
4103750213,All,22,11/09/2017 10:30,24.176,0,48.352,50.126,0.965
4103750213,All,23,11/09/2017 11:00,24.032,0,48.064,49.977,0.962
4103750213,All,24,11/09/2017 11:30,24.64,0,49.28,51.055,0.965
4103750213,All,25,11/09/2017 12:00,23.952,0,47.904,49.912,0.96
4103750213,All,26,11/09/2017 12:30,24.288,0,48.576,50.392,0.964
4103750213,All,27,11/09/2017 13:00,22.688,0,45.376,47.626,0.953
4103750213,All,28,11/09/2017 13:30,22.432,0,44.864,46.908,0.956
4103750213,All,29,11/09/2017 14:00,22.96,0,45.92,48.04,0.956
4103750213,All,30,11/09/2017 14:30,23.088,0,46.176,48.03,0.961
4103750213,All,31,11/09/2017 15:00,22.768,0,45.536,47.442,0.96
4103750213,All,32,11/09/2017 15:30,22.72,0,45.44,47.581,0.955
4103750213,All,33,11/09/2017 16:00,23.2,0,46.4,48.517,0.956
4103750213,All,34,11/09/2017 16:30,23.632,0,47.264,49.326,0.958
4103750213,All,35,11/09/2017 17:00,24.096,0,48.192,50.153,0.961
4103750213,All,36,11/09/2017 17:30,24.512,0,49.024,51.05,0.96
4103750213,All,37,11/09/2017 18:00,25.696,0,51.392,53.503,0.961
4103750213,All,38,11/09/2017 18:30,25.312,0,50.624,52.537,0.964
4103750213,All,39,11/09/2017 19:00,24.688,0,49.376,51.249,0.963
4103750213,All,40,11/09/2017 19:30,25.408,0,50.816,52.705,0.964
4103750213,All,41,11/09/2017 20:00,24.016,0,48.032,49.826,0.964
4103750213,All,42,11/09/2017 20:30,21.408,0,42.816,44.177,0.969
4103750213,All,43,11/09/2017 21:00,21.264,0,42.528,43.89,0.969
4103750213,All,44,11/09/2017 21:30,22.032,0,44.064,45.763,0.963
4103750213,All,45,11/09/2017 22:00,18.128,0,36.256,37.401,0.969
4103750213,All,46,11/09/2017 22:30,19.28,0,38.56,39.434,0.978
4103750213,All,47,11/09/2017 23:00,18.032,0,36.064,37.033,0.974
4103750213,All,48,11/09/2017 23:30,16.96,0,33.92,34.88,0.972
4103750213,All,1,12/09/2017 00:00,16.64,0,33.28,34.258,0.971
4103750213,All,2,12/09/2017 00:30,15.968,0,31.936,32.655,0.978
4103750213,All,3,12/09/2017 01:00,16.896,0,33.792,34.661,0.975
4103750213,All,4,12/09/2017 01:30,15.728,0,31.456,32.166,0.978
4103750213,All,5,12/09/2017 02:00,15.84,0,31.68,32.392,0.978
4103750213,All,6,12/09/2017 02:30,15.664,0,31.328,31.988,0.979
4103750213,All,7,12/09/2017 03:00,17.008,0,34.016,34.686,0.981
4103750213,All,8,12/09/2017 03:30,15.728,0,31.456,32.139,0.979
4103750213,All,9,12/09/2017 04:00,15.824,0,31.648,32.314,0.979
4103750213,All,10,12/09/2017 04:30,16.288,0,32.576,33.205,0.981
4103750213,All,11,12/09/2017 05:00,17.136,0,34.272,35.201,0.974
4103750213,All,12,12/09/2017 05:30,18.912,0,37.824,38.82,0.974
4103750213,All,13,12/09/2017 06:00,20.336,0,40.672,42.069,0.967
4103750213,All,14,12/09/2017 06:30,20.4,0,40.8,42.335,0.964
4103750213,All,15,12/09/2017 07:00,22.512,0,45.024,46.826,0.962
4103750213,All,16,12/09/2017 07:30,24.112,0,48.224,49.749,0.969
4103750213,All,17,12/09/2017 08:00,24.288,0,48.576,50.656,0.959
4103750213,All,18,12/09/2017 08:30,24.736,0,49.472,51.615,0.958
4103750213,All,19,12/09/2017 09:00,23.808,0,47.616,49.627,0.959
4103750213,All,20,12/09/2017 09:30,22.16,0,44.32,46.581,0.951
4103750213,All,21,12/09/2017 10:00,22.88,0,45.76,47.83,0.957
4103750213,All,22,12/09/2017 10:30,23.408,0,46.816,48.851,0.958
4103750213,All,23,12/09/2017 11:00,23.36,0,46.72,48.768,0.958
4103750213,All,24,12/09/2017 11:30,22.688,0,45.376,47.491,0.955
4103750213,All,25,12/09/2017 12:00,23.504,0,47.008,49.026,0.959
4103750213,All,26,12/09/2017 12:30,22.608,0,45.216,47.454,0.953
4103750213,All,27,12/09/2017 13:00,23.296,0,46.592,48.814,0.954
4103750213,All,28,12/09/2017 13:30,22.88,0,45.76,48.109,0.951
4103750213,All,29,12/09/2017 14:00,22.736,0,45.472,47.688,0.954
4103750213,All,30,12/09/2017 14:30,23.216,0,46.432,48.529,0.957
4103750213,All,31,12/09/2017 15:00,23.168,0,46.336,48.419,0.957
4103750213,All,32,12/09/2017 15:30,22.736,0,45.472,47.64,0.954
4103750213,All,33,12/09/2017 16:00,22.528,0,45.056,47.176,0.955
4103750213,All,34,12/09/2017 16:30,23.968,0,47.936,50.006,0.959
4103750213,All,35,12/09/2017 17:00,24.48,0,48.96,51.088,0.958
4103750213,All,36,12/09/2017 17:30,26.352,0,52.704,54.764,0.962
4103750213,All,37,12/09/2017 18:00,26.56,0,53.12,55.226,0.962
4103750213,All,38,12/09/2017 18:30,26.384,0,52.768,54.774,0.963
4103750213,All,39,12/09/2017 19:00,25.136,0,50.272,52.113,0.965
4103750213,All,40,12/09/2017 19:30,23.92,0,47.84,49.753,0.962
4103750213,All,41,12/09/2017 20:00,22.4,0,44.8,46.265,0.968
4103750213,All,42,12/09/2017 20:30,22.352,0,44.704,46.017,0.971
4103750213,All,43,12/09/2017 21:00,22.784,0,45.568,47.13,0.967
4103750213,All,44,12/09/2017 21:30,20.976,0,41.952,43.332,0.968
4103750213,All,45,12/09/2017 22:00,20.128,0,40.256,41.319,0.974
4103750213,All,46,12/09/2017 22:30,17.792,0,35.584,36.41,0.977
4103750213,All,47,12/09/2017 23:00,17.952,0,35.904,36.757,0.977
4103750213,All,48,12/09/2017 23:30,16.848,0,33.696,34.647,0.973
4103750213,All,1,13/09/2017 00:00,17.376,0,34.752,35.661,0.975
4103750213,All,2,13/09/2017 00:30,17.632,0,35.264,36.189,0.974
4103750213,All,3,13/09/2017 01:00,16.336,0,32.672,33.305,0.981
4103750213,All,4,13/09/2017 01:30,15.68,0,31.36,32.013,0.98
4103750213,All,5,13/09/2017 02:00,16.256,0,32.512,33.155,0.981
4103750213,All,6,13/09/2017 02:30,15.52,0,31.04,31.63,0.981
4103750213,All,7,13/09/2017 03:00,15.536,0,31.072,31.667,0.981
4103750213,All,8,13/09/2017 03:30,15.536,0,31.072,31.674,0.981
4103750213,All,9,13/09/2017 04:00,16.128,0,32.256,32.806,0.983
4103750213,All,10,13/09/2017 04:30,15.776,0,31.552,32.097,0.983
